aptNm,buildYear,contractTerm,contractType,dealYear,dealMonth,dealDay,deposit,monthlyRent,preDeposit,preMonthlyRent,excluUseAr,floor,jibun,sggCd,umdNm,useRRRight
광교호수아델리움,2010, , ,2025,1,24,"20,000",70, , ,84.968,7,961,41463,영덕동, 
용인기흥 우방아이유쉘,2018, , ,2025,1,16,"37,000",0, , ,74.951,18,734,41463,신갈동, 
한성2,1993, , ,2025,1,4,"16,000",0, , ,47.5,5,385-1,41463,구갈동, 
기흥파크뷰,2004, , ,2025,1,9,"20,000",70, , ,84.98,18,697,41463,신갈동, 
죽현마을아이파크,2004, , ,2025,1,14,"43,100",9, , ,84.7616,6,1267,41463,보정동, 
힐스테이트기흥,2018, , ,2025,1,6,"5,000",220, , ,84.9545,26,660,41463,구갈동, 
신동백동도센트리움,2016, , ,2025,1,31,"24,000",0, , ,36.214,7,1146,41463,중동, 
현대성우8차,1999, , ,2025,1,18,"32,550",0, , ,59.99,3,1112,41465,풍덕천동, 
우남퍼스트빌,2004, , ,2025,1,10,"2,000",85, , ,39.5619,7,905,41465,신봉동, 
동성1차,1997, , ,2025,1,18,"39,900",0, , ,84.97,8,501,41465,죽전동, 
만현마을5단지아이파크,2002, , ,2025,1,8,"42,000",0, , ,99.9125,7,858,41465,상현동, 
성복역리버파크,1998, , ,2025,1,11,"34,000",0, , ,59.76,6,1,41465,상현동, 
성동마을강남,2001, , ,2025,1,15,"54,000",0, , ,84.9624,2,84,41465,성복동, 
성복역아이파크,2002, , ,2025,1,15,"46,000",0, , ,59.5915,15,857,41465,상현동, 
성복역리버파크,1998, , ,2025,1,4,"34,600",0, , ,59.76,7,1,41465,상현동, 
만현마을5단지아이파크,2002, , ,2025,1,3,"48,000",0, , ,99.9125,2,858,41465,상현동, 
서원마을현대홈타운,2001, , ,2025,1,21,"10,500",94, , ,59.9328,12,85-6,41465,상현동, 
파주운정신도시디에트르에듀타운,2024, , ,2025,1,12,"37,000",0, , ,118.7168,13,1009,41480,다율동, 
운정신도시 센트럴 푸르지오,2018, , ,2025,1,10,"38,000",0, , ,84.9978,11,1142,41480,목동동, 
책향기마을14단지우남퍼스트빌(1711),2006, , ,2025,1,18,"24,000",0, , ,101.9776,8,1711,41480,동패동, 
숲속길마을6단지동문굿모닝힐,2005, , ,2025,1,20,"30,000",0, , ,101.95,1,1687,41480,동패동, 
한울마을2단지운정벽산블루밍아파트,2001, , ,2025,1,14,"25,000",0, , ,84.556,1,200-1,41480,동패동, 
청석마을8단지동문굿모닝힐,2005, , ,2025,1,11,"17,000",0, , ,84.881,5,982,41480,다율동, 
장안6흰돌마을(199-6),2000, , ,2025,1,13,500,85, , ,84.97,5,199-6,41480,금릉동, 
초롱꽃마을9단지우미린센터포레(민간임대),2023, , ,2025,1,31,"15,700",19, , ,74.7979,9,2118,41480,동패동, 
산내마을9단지힐스테이트운정,2018, , ,2025,1,17,"33,000",0, , ,72.7431,24,1149,41480,목동동, 
운정신도시 센트럴 푸르지오,2018, , ,2025,1,9,"40,000",0, , ,84.9843,3,1142,41480,목동동, 
휴먼빌에듀파크시티,2024, , ,2025,1,17,"25,000",0, , ,84.9922,13,529,41500,대월면 사동리, 
이천마장리젠시빌란트더웰,2020, , ,2025,1,3,"26,550",0, , ,57.3766,17,419,41500,마장면 오천리, 
이천마장리젠시빌란트더웰,2020, , ,2025,1,3,"26,550",0, , ,57.3766,17,419,41500,마장면 오천리, 
신일해피트리앤,2013,25.01~26.01,신규,2025,1,12,500,40, , ,21.313,10,728-1,41500,부발읍 아미리, 
휴먼빌에듀파크시티,2024,25.03~27.03,신규,2025,1,23,"3,000",120, , ,84.9922,14,529,41500,대월면 사동리, 
사동리현대아이파크,1994,25.02~27.02,신규,2025,1,17,"1,000",65, , ,59.4,8,441-1,41500,대월면 사동리, 
사동리현대아이파크,1994,25.03~27.03,신규,2025,1,24,"10,000",0, , ,59.4,15,441-1,41500,대월면 사동리, 
이천증포새도시한양수자인5블럭,2017,25.03~27.07,신규,2025,1,23,"30,000",0, , ,84.877,4,491,41500,증포동, 
이천자이더파크,2024,25.02~27.02,신규,2025,1,9,"5,000",180, , ,107.8706,9,519,41500,관고동, 
휴먼빌에듀파크시티,2024,25.02~29.01,신규,2025,1,2,"3,000",95, , ,84.9703,3,529,41500,대월면 사동리, 
안성금호어울림더프라임,2024, , ,2025,1,3,"24,300",18, , ,84.7528,8,586,41550,당왕동, 
안성중리2차동광,2009, , ,2025,1,30,"5,000",50, , ,84.9546,10,618,41550,중리동, 
안성금호어울림더프라임,2024, , ,2025,1,31,"21,600",15, , ,74.7311,25,586,41550,당왕동, 
유안,2005, , ,2025,1,22,"11,500",0, , ,82.93,6,555,41550,대덕면 진현리, 
e편한세상안성그랑루체,2024, , ,2025,1,21,"2,500",90, , ,84.9703,26,587,41550,당왕동, 
안성롯데캐슬,2016, , ,2025,1,11,"19,500",0, , ,74.5027,14,820,41550,대덕면 신령리, 
안성공도센트럴카운티아파트,2023, , ,2025,1,23,"26,500",6, , ,84.8603,19,757,41550,공도읍 용두리, 
공도서희스타힐스,2024, , ,2025,1,20,"23,000",0, , ,84.9851,26,936,41550,공도읍 승두리, 
대우경남,1997, , ,2025,1,15,"5,000",30, , ,59.347,9,535,41550,당왕동, 
효성해링턴플레이스안성공도,2024, , ,2025,1,18,"3,000",75, , ,59.9891,12,939,41550,공도읍 승두리, 
쌍용,1998, , ,2025,1,18,"24,000",0, , ,114.98,12,517-1,41570,감정동, 
한강센트럴자이1단지,2017, , ,2025,1,14,"35,000",0, , ,84.9699,19,2193,41570,장기동, 
한강신도시반도유보라3차,2017, , ,2025,1,11,"21,050",0, , ,59.9836,10,640-5,41570,마산동, 
양지마을,2003, , ,2025,1,31,"2,650",0, , ,45.01,6,1230,41570,양촌읍 양곡리, 
풍년마을(현대),1998, , ,2025,1,8,"2,000",90, , ,59.933,5,911,41570,사우동, 
한강호반베르디움,2012, , ,2025,1,13,"27,000",0, , ,59.9695,14,1885-6,41570,장기동, 
전원마을(월드5차3단지),2000, , ,2025,1,6,"38,000",0, , ,164.97,9,1439,41570,운양동, 
한강신도시운양KCC스위첸,2018, , ,2025,1,25,"20,000",0, , ,84.37,22,1331-1,41570,운양동, 
김포한강신안실크밸리3차,2012, , ,2025,1,31,"23,100",0, , ,84.8026,2,696,41570,감정동, 
김포고촌우방아이유쉘,2014, , ,2025,1,17,"42,000",0, , ,84.848,3,1284,41570,고촌읍 신곡리, 
"산척동,동탄호수공원금강펜테리움센트럴파크Ⅱ",2017, , ,2025,1,11,"32,000",0, , ,69.9918,18,789,41590,산척동, 
LH동탄호수하우스디,2021, , ,2025,1,23,"35,000",0, , ,74.94,7,917,41590,장지동, 
동탄2신도시동탄역디에트르퍼스티지,2025, , ,2025,1,21,"80,000",0, , ,84.9882,46,979,41590,오산동, 
한울마을신창비바패밀리2단지,2008, , ,2025,1,12,"25,000",0, , ,123.3429,12,673,41590,봉담읍 수영리, 
동탄2하우스디더레이크,2016, , ,2025,1,15,"27,300",0, , ,59.99,5,693,41590,송동, 
화성시청역센트럴파크스타힐스2단지,2023, , ,2025,1,22,"25,000",0, , ,75.7503,2,1572,41590,남양읍 신남리, 
그린힐 반도유보라 아이비파크 10(1단지),2018, , ,2025,1,17,"30,000",0, , ,59.7731,16,744,41590,산척동, 
동탄역 시범우남퍼스트빌아파트,2015, , ,2025,1,10,"10,000",180, , ,84.98,13,512,41590,청계동, 
동탄푸른마을신일해피트리,2008, , ,2025,1,22,"28,000",0, , ,59.05,14,1150,41590,능동, 
동탄행복마을푸르지오,2018, , ,2025,1,20,"5,000",72, , ,59.9438,10,718,41590,영천동, 
오포e편한세상,2010, , ,2025,1,9,"60,000",0, , ,160.8298,1,1229,41610,신현동, 
힐스테이트태전2차에듀포레C11BL,2019, , ,2025,1,18,"33,500",0, , ,72.86,3,732,41610,태전동, 
이편한세상광주역5단지,2016, , ,2025,1,3,"38,000",0, , ,84.9099,20,247,41610,역동, 
동성1,2001, , ,2025,1,10,"26,000",0, , ,134.76,16,337,41610,쌍령동, 
초월롯데낙천대2,2004, , ,2025,1,25,"33,000",0, , ,84.93,9,389,41610,초월읍 쌍동리, 
우림(Lumiart),1998, , ,2025,1,18,"2,000",80, , ,59.68,2,182-4,41610,고산동, 
더샵오포센트리체,2023, , ,2025,1,21,"3,000",160, , ,84.98,20,695,41610,고산동, 
이편한세상광주역5단지,2016, , ,2025,1,25,"31,500",0, , ,84.9099,15,247,41610,역동, 
태전경남아너스빌시그니처,2022, , ,2025,1,11,"32,000",0, , ,73.4666,16,759,41610,장지동, 
오포문형양우내안애,2018, , ,2025,1,11,"22,000",0, , ,84.9961,12,600,41610,문형동, 
양주옥정LH엘리프,2023, , ,2025,1,18,"18,500",0, , ,51.98,18,945,41630,옥정동, 
옥정천년나무8단지,2017, , ,2025,1,31,"3,936",10, , ,36.9,4,1032,41630,옥정동, 
양주옥정더원파크빌리지,2023, , ,2025,1,31,"2,000",74, , ,84.996,8,893,41630,옥정동, 
양주옥정신도시제일풍경채레이크시티2단지,2023, , ,2025,1,15,"3,000",130, , ,84.903,7,1043-1,41630,옥정동, 
대성베르힐옥정더센트로,2022, , ,2025,1,3,"3,000",110, , ,84.5193,20,937,41630,옥정동, 
ELIF옥정시그니처,2025, , ,2025,1,8,"13,900",12, , ,59.9954,12,1022,41630,옥정동, 
세창리베하우스,2003, , ,2025,1,10,"2,000",60, , ,84.9862,3,176,41630,옥정동, 
TS푸른솔1차,1999, , ,2025,1,13,"1,000",60, , ,59.97,1,77,41630,고읍동, 
옥정역로제비앙메트로파크2단지,2022, , ,2025,1,31,"14,700",0, , ,84.9065,5,693,41630,삼숭동, 
덕계신도브래뉴,2012, , ,2025,1,12,"16,000",0, , ,84.995,3,857,41630,덕계동, 
산호,2002, , ,2025,1,16,500,35, , ,39.144,6,740,41650,신북면 기지리, 
포천2차아이파크,2017, , ,2025,1,30,"19,000",0, , ,74.9808,1,743,41650,군내면 구읍리, 
일신,1999, , ,2025,1,18,"6,500",0, , ,49.92,10,307,41650,신읍동, 
송천마을,2005, , ,2025,1,17,"16,500",0, , ,84.86,6,725-6,41650,소흘읍 송우리, 
포천송우서희스타힐스,2021,25.04~27.04,신규,2025,1,12,"18,000",0, , ,59.69,19,735,41650,소흘읍 송우리, 
포천송우서희스타힐스,2021,25.04~27.04,신규,2025,1,12,"18,000",0, , ,59.69,19,735,41650,소흘읍 송우리, 
산호,2002,25.04~27.04,갱신,2025,1,20,"1,000",33,"1,000",33,39.144,2,740,41650,신북면 기지리, 
태봉마을,2005,25.03~27.03,신규,2025,1,25,"4,000",60, , ,84.87,15,727-2,41650,소흘읍 송우리, 
포천2차아이파크,2017,25.04~27.04,신규,2025,1,25,"24,000",0, , ,84.8028,12,743,41650,군내면 구읍리, 
포천송우서희스타힐스,2021,25.01~27.01,신규,2025,1,18,"5,000",30, , ,68.655,18,735,41650,소흘읍 송우리, 
현진에버빌-1,2000, , ,2025,1,16,"5,000",0, , ,28.03,12,632,41670,가남읍 신해리, 
벽산,1997, , ,2025,1,14,500,45, , ,37.52,16,188-1,41670,현암동, 
한성,2000,25.02~27.02,신규,2025,1,18,"1,000",60, , ,59.995,3,127-9,41670,월송동, 
부영사랑으로,2000,25.01~26.12,신규,2025,1,1,500,35, , ,38.651,9,430-6,41670,점봉동, 
벽산,1997,25.01~27.01,신규,2025,1,17,200,45, , ,37.52,16,188-1,41670,현암동, 
여주아이파크,2020,25.02~27.02,신규,2025,1,20,"2,000",110, , ,84.9804,5,695,41670,현암동, 
벽산,1997,25.03~27.03,신규,2025,1,30,500,40, , ,37.52,16,188-1,41670,현암동, 
벽산,1997,25.02~26.02,신규,2025,1,2,500,30, , ,37.52,1,188-1,41670,현암동, 
한성,2000,25.02~27.02,신규,2025,1,23,500,60, , ,59.995,11,127-9,41670,월송동, 
동남,1997,25.02~27.02,신규,2025,1,23,"1,000",59, , ,59.77,3,620-17,41670,가남읍 신해리, 
연천전곡코아루더클래스,2020, , ,2025,1,16,"15,000",0, , ,84.9748,9,2502,41800,전곡읍 은대리, 
e편한세상연천웰스하임,2023,25.03~27.03,신규,2025,1,25,"20,000",0, , ,84.9934,19,860,41800,연천읍 옥산리, 
전곡제일풍경채리버파크,2024,25.02~27.02,신규,2025,1,22,"2,000",65, , ,65.6157,4,82,41800,전곡읍 전곡리, 
전곡제일풍경채리버파크,2024,25.02~27.02,신규,2025,1,22,"2,000",90, , ,84.936,23,82,41800,전곡읍 전곡리, 
전곡제일풍경채리버파크,2024,25.02~27.02,신규,2025,1,27,"19,000",0, , ,84.9775,12,82,41800,전곡읍 전곡리, 
전곡석미모닝파크3차,2020,25.02~27.02,신규,2025,1,13,"5,700",0, , ,42.18,9,707,41800,전곡읍 전곡리, 
전곡예일세띠앙,2006,25.02~26.02,신규,2025,1,23,"2,500",45, , ,84.956,4,684,41800,전곡읍 전곡리, 
가람채아파트,2009,25.02~27.02,신규,2025,1,24,"1,000",40, , ,58.66,3,530-9,41800,전곡읍 은대리, 
전곡석미모닝파크3차,2020,25.01~27.01,신규,2025,1,21,"6,200",0, , ,42.18,16,707,41800,전곡읍 전곡리, 
e편한세상연천웰스하임,2023,25.02~27.02,신규,2025,1,18,"14,000",0, , ,59.9789,17,860,41800,연천읍 옥산리, 
가평블루핀,2019,25.03~27.03,신규,2025,1,21,"16,000",0, , ,84.9824,15,766-3,41820,가평읍 읍내리, 
가평블루핀,2019,25.03~27.03,신규,2025,1,21,"16,000",0, , ,84.9824,15,766-3,41820,가평읍 읍내리, 
경남아너스빌,2008,25.03~27.03,신규,2025,1,8,"13,000",25, , ,84.8896,5,306,41820,청평면 청평리, 
힐스테이트가평더뉴클래스,2023,25.02~27.02,신규,2025,1,8,"25,000",0, , ,84.9709,11,214,41820,가평읍 읍내리, 
에이원파란채,2007,25.02~27.02,신규,2025,1,22,"19,000",0, , ,115.803,12,771-1,41820,가평읍 읍내리, 
청수,1992,25.02~27.02,신규,2025,1,10,"1,000",60, , ,73.33,4,634-2,41820,청평면 청평리, 
신초,1993,25.02~27.02,신규,2025,1,17,"1,000",60, , ,78.935,4,285-1,41820,가평읍 달전리, 
가평블루핀,2019,25.02~27.02,신규,2025,1,25,"16,500",0, , ,63.1818,8,766-3,41820,가평읍 읍내리, 
가평센트럴파크더스카이,2022,25.02~26.02,신규,2025,1,14,"2,000",85, , ,59.9801,20,457-5,41820,가평읍 읍내리, 
경남아너스빌,2008,25.01~27.01,신규,2025,1,16,"2,000",70, , ,84.8896,4,306,41820,청평면 청평리, 
그린맨션1,1992, , ,2025,1,15,"17,000",0, , ,74.43,8,91-5,41830,양평읍 양근리, 
행복마을(공흥주공),2003, , ,2025,1,23,"2,000",60, , ,46.2,7,883,41830,양평읍 공흥리, 
행복마을(공흥주공),2003,25.02~27.02,신규,2025,1,19,500,50, , ,46.2,12,883,41830,양평읍 공흥리, 
양평휴먼빌리버파크어반,2023,25.03~27.03,신규,2025,1,24,"3,000",107, , ,84.9743,2,842,41830,양평읍 창대리, 
한화포레나양평,2023,25.03~27.03,신규,2025,1,4,"30,000",0, , ,74.9933,14,844,41830,양평읍 창대리, 
한화포레나양평,2023,25.03~27.03,신규,2025,1,13,"31,000",0, , ,84.9633,6,844,41830,양평읍 창대리, 
그린맨션1,1992,25.03~27.03,신규,2025,1,1,"1,000",110, , ,121.32,2,91-5,41830,양평읍 양근리, 
W-Castle,2018,25.03~27.03,신규,2025,1,27,"28,000",10, , ,83.4839,2,1187,41830,양서면 양수리, 
행복마을(공흥주공),2003,25.02~27.02,신규,2025,1,6,"1,500",60, , ,46.2,6,883,41830,양평읍 공흥리, 
양평공흥3휴먼빌아틀리에,2025,25.02~27.02,신규,2025,1,15,"3,000",110, , ,84.7474,11,418,41830,양평읍 공흥리, 
풍림아이원2단지1차,2002, , ,2025,1,11,"16,000",0, , ,59.9919,2,2748-1,28110,운서동, 
영종하늘도시한라비발디,2012, , ,2025,1,11,"4,000",140, , ,115.4255,11,1887-1,28110,중산동, 
영종국제도시수자인,2024, , ,2025,1,4,"3,000",125, , ,84.83,5,1872-3,28110,중산동, 
하늘도시우미린1단지,2012, , ,2025,1,25,"4,000",80, , ,59.55,7,1881-1,28110,중산동, 
하늘도시우미린1단지,2012, , ,2025,1,25,"4,000",80, , ,59.55,7,1881-1,28110,중산동, 
운서역푸르지오더스카이,2021, , ,2025,1,8,"11,900",29, , ,84.69,4,1778,28110,운남동, 
운서SKVIEWSkycity,2022, , ,2025,1,16,"23,100",0, , ,84.9701,1,3104-1,28110,운서동, 
영종국제도시화성파크드림2차,2022, , ,2025,1,20,"1,000",100, , ,64.3367,17,1766-2,28110,운남동, 
e편한세상영종국제도시오션하임,2018, , ,2025,1,11,"25,000",0, , ,74.983,2,1887-4,28110,중산동, 
운서역푸르지오더스카이,2021, , ,2025,1,16,"11,900",29, , ,84.83,14,1778,28110,운남동, 
동인천역파크푸르지오,2023, , ,2025,1,31,"20,000",50, , ,84.6973,6,348,28140,송림동, 
동인천역파크푸르지오,2023,25.04~27.04,갱신,2025,1,14,"10,500",59,"10,500",59,59.8701,16,348,28140,송림동, 
동인천역파크푸르지오,2023,25.04~27.04,갱신,2025,1,24,"8,500",66,"8,500",66,59.8701,40,348,28140,송림동, 
동인천역파크푸르지오,2023,25.03~27.03,신규,2025,1,7,"20,000",50, , ,84.6973,17,348,28140,송림동, 
삼익,1979,25.03~27.03,신규,2025,1,24,"15,000",0, , ,99.27,9,228-1,28140,송림동, 
미륭,1990,25.03~27.03,신규,2025,1,31,"1,000",50, , ,49.83,4,2-7,28140,화수동, 
동인천역파크푸르지오,2023,25.04~27.04,갱신,2025,1,8,"8,500",66,"8,500",66,59.6045,9,348,28140,송림동, 
동인천역파크푸르지오,2023,25.03~27.03,갱신,2025,1,6,"8,500",66,"8,500",66,59.6045,8,348,28140,송림동, 
동인천역파크푸르지오,2023,25.04~27.04,갱신,2025,1,14,"8,500",66,"8,500",66,59.6045,11,348,28140,송림동, 
풍림아이원,2009,25.03~27.03,신규,2025,1,16,"3,000",55, , ,40.353,7,339,28140,송림동, 
힐스테이트푸르지오주안,2023, , ,2025,1,22,"32,000",0, , ,59.96,9,1678,28177,주안동, 
힐스테이트숭의역,2025, , ,2025,1,18,"25,000",0, , ,59.983,26,362-19,28177,숭의동, 
신동아3,1990, , ,2025,1,11,"19,000",0, , ,84.91,3,48-14,28177,학익동, 
힐스테이트학익,2021, , ,2025,1,8,"31,000",0, , ,73.9585,14,744-1,28177,학익동, 
서원,1990, , ,2025,1,12,"6,980",0, , ,46.71,6,산36-10,28177,학익동, 
도화서희스타힐스,2016, , ,2025,1,9,"8,003",41, , ,74.94,11,1007,28177,도화동, 
인천 SK Sky VIEW,2016, , ,2025,1,8,"32,000",0, , ,59.9934,28,664,28177,용현동, 
힐스테이트푸르지오주안,2023, , ,2025,1,1,"31,000",0, , ,59.96,5,1678,28177,주안동, 
동부(관교동부),1991,25.04~27.04,신규,2025,1,14,"3,000",100, , ,84.8765,8,13-11,28177,관교동, 
신동아8,1997,25.03~27.03,신규,2025,1,11,"17,000",0, , ,59.4,7,50,28177,학익동, 
송도자이더스타,2024, , ,2025,1,9,"45,000",0, , ,84.7098,31,396-11,28185,송도동, 
송도더샵그린애비뉴8단지,2012, , ,2025,1,19,"40,000",0, , ,101.8106,5,16-7,28185,송도동, 
송도더샵그린워크3차(18-1블럭),2015, , ,2025,1,18,"31,500",0, , ,84.73,13,19-3,28185,송도동, 
송도SKVIEW,2019, , ,2025,1,3,"31,000",0, , ,84.6932,19,315-1,28185,송도동, 
송도에듀포레푸르지오,2016, , ,2025,1,3,"3,000",155, , ,72.217,25,191-4,28185,송도동, 
힐스테이트레이크송도2차,2020, , ,2025,1,8,"30,000",0, , ,84.97,2,397-8,28185,송도동, 
송도SK뷰센트럴,2020, , ,2025,1,5,"31,500",0, , ,84.7854,14,10-30,28185,송도동, 
송도SK뷰센트럴,2020, , ,2025,1,27,"40,000",0, , ,84.6566,13,10-30,28185,송도동, 
힐스테이트레이크송도2차,2020, , ,2025,1,7,"37,000",0, , ,84.96,13,397-8,28185,송도동, 
더샵송도마리나베이,2020, , ,2025,1,15,"26,500",0, , ,84.202,24,308-1,28185,송도동, 
주공8단지,1989, , ,2025,1,31,"12,000",0, , ,44.94,8,1005,28200,만수동, 
논현센트럴뷰,2014, , ,2025,1,14,"31,000",0, , ,59.58,12,749-1,28200,논현동, 
만수뉴서울아파트,1992, , ,2025,1,1,"1,500",45, , ,34.65,3,1044,28200,만수동, 
신세계,1980, , ,2025,1,19,"13,650",0, , ,73.61,11,342-1,28200,구월동, 
한진,1980, , ,2025,1,20,"13,500",0, , ,61.16,11,519-4,28200,간석동, 
롯데캐슬골드,2007, , ,2025,1,25,"29,000",0, , ,59.9,24,24,28200,구월동, 
논현휴먼시아범마을(2단지),2008, , ,2025,1,31,"2,053",23, , ,39.72,12,643-1,28200,논현동, 
인천간석휴먼시아2단지,2014, , ,2025,1,11,"25,000",0, , ,84.86,25,941,28200,간석동, 
만수뉴서울아파트,1992, , ,2025,1,27,"8,900",0, , ,34.65,5,1044,28200,만수동, 
호반베르디움,2017, , ,2025,1,25,"37,000",0, , ,84.7403,15,702,28200,서창동, 
부평역화성파크드림,2020, , ,2025,1,2,"5,000",140, , ,84.8184,20,995,28237,부평동, 
부평SKVIEW해모로,2023, , ,2025,1,14,"31,500",0, , ,74.9625,9,962,28237,부평동, 
삼보,1990, , ,2025,1,15,"14,000",0, , ,55.12,13,56-3,28237,삼산동, 
동아,1988, , ,2025,1,6,500,55, , ,37.44,5,477-5,28237,부개동, 
"부평1,2차금호타운",1998, , ,2025,1,16,"34,000",0, , ,84.85,1,200,28237,청천동, 
쌍용더플래티넘부평,2022, , ,2025,1,11,"20,500",0, , ,39.5,4,519,28237,산곡동, 
두산위브,2005, , ,2025,1,7,"28,000",0, , ,84.84,13,534-96,28237,부평동, 
임광그대가,2008,25.03~27.03,신규,2025,1,16,"31,000",0, , ,84.91,3,500,28237,삼산동, 
삼산타운주공1단지,2005,25.02~27.02,신규,2025,1,21,"3,000",90, , ,51.86,6,440-1,28237,삼산동, 
브라운스톤부평,2023,25.02~27.02,신규,2025,1,20,"3,000",130, , ,59.99,7,553,28237,삼산동, 
현대4,1995, , ,2025,1,23,"20,000",0, , ,59.4,2,200-1,28245,효성동, 
새사미,1985,25.02~27.02,신규,2025,1,17,500,40, , ,57.84,4,623-16,28245,효성동, 
현대2-1차,1991,25.02~27.02,신규,2025,1,17,"18,000",0, , ,84.995,1,580,28245,작전동, 
현광,1992,25.01~26.01,신규,2025,1,25,"1,000",55, , ,56.92,4,707-5,28245,작전동, 
계양효성해링턴플레이스,2021,25.03~26.06,갱신,2025,1,7,"33,000",0,"33,000", ,59.977,24,230,28245,서운동, 
계양효성해링턴플레이스,2021,25.03~27.03,신규,2025,1,9,"41,000",0, , ,84.986,2,230,28245,서운동, 
용정,1989,25.01~27.01,신규,2025,1,6,"1,000",43, , ,48.87,6,25-3,28245,임학동, 
까치마을태화,1997,25.03~27.03,신규,2025,1,25,"13,000",0, , ,37.38,8,915-1,28245,작전동, 
계양센트레빌1단지,2013,25.03~27.03,신규,2025,1,26,"33,000",0, , ,84.9653,6,531,28245,귤현동, 
도두리마을동남,1997,25.03~27.03,신규,2025,1,21,"1,000",60, , ,40.32,5,912-4,28245,작전동, 
당하푸르지오,2005, , ,2025,1,1,"27,000",0, , ,73.827,10,1099-2,28260,당하동, 
당하푸르지오,2005, , ,2025,1,1,"27,000",0, , ,73.827,10,1099-2,28260,당하동, 
청라더샵레이크파크,2013, , ,2025,1,18,"42,000",0, , ,107.106,33,154-1,28260,청라동, 
검단한신더휴어반파크,2023, , ,2025,1,21,"5,600",64, , ,84.9744,5,1274,28260,당하동, 
검단한신더휴어반파크,2023, , ,2025,1,13,"4,600",52, , ,74.9625,13,1274,28260,당하동, 
검단한신더휴어반파크,2023, , ,2025,1,13,"24,000",23, , ,84.6875,13,1274,28260,당하동, 
검단신도시디에트르더펠리체,2022, , ,2025,1,25,"30,000",0, , ,84.7748,8,1318-6,28260,당하동, 
"인천가좌두산위브트레지움1,2단지",2017, , ,2025,1,31,"30,000",0, , ,59.8,14,611,28260,가좌동, 
"인천가좌두산위브트레지움1,2단지",2017, , ,2025,1,31,"30,000",0, , ,59.8,14,611,28260,가좌동, 
루원시티센트럴타운,2017, , ,2025,1,31,"21,000",0, , ,74.98,20,306-1,28260,신현동, 
이지미래지향,2011, , ,2025,1,15,"22,000",0, , ,103.2893,9,599,28710,강화읍 남산리, 
강화서희스타힐스1단지,2024, , ,2025,1,24,"13,800",0, , ,59.957,4,456,28710,선원면 창리, 
이지미래지향,2011, , ,2025,1,15,"22,000",0, , ,103.2893,9,599,28710,강화읍 남산리, 
강화서희스타힐스2단지,2024, , ,2025,1,11,"2,000",50, , ,59.957,8,산167-1,28710,선원면 창리, 
강화서희스타힐스1단지,2024,25.03~27.02,신규,2025,1,28,"4,800",41, , ,59.957,18,456,28710,선원면 창리, 
강화서희스타힐스1단지,2024,25.02~27.02,신규,2025,1,23,"2,000",50, , ,59.957,15,456,28710,선원면 창리, 
강화서희스타힐스2단지,2024,25.02~26.02,신규,2025,1,25,"1,000",60, , ,59.9669,2,산167-1,28710,선원면 창리, 
강화서희스타힐스2단지,2024,25.02~27.02,신규,2025,1,25,"2,000",50, , ,59.957,14,산167-1,28710,선원면 창리, 
강화서희스타힐스2단지,2024,25.02~26.02,신규,2025,1,15,"2,000",50, , ,59.957,9,산167-1,28710,선원면 창리, 
강화서희스타힐스1단지,2024,25.02~27.02,신규,2025,1,16,"2,000",60, , ,59.957,9,456,28710,선원면 창리, 
경희궁자이(3단지),2017, , ,2025,2,13,"110,000",0, , ,84.8359,2,233,11110,평동, 
경희궁자이(4단지),2017, , ,2025,2,11,"15,000",150, , ,37.2635,14,126,11110,교북동, 
현대,2000, , ,2025,2,12,"8,000",178, , ,84.92,5,82,11110,무악동, 
창신쌍용1,1992, , ,2025,2,25,"30,000",75, , ,54.7,12,702,11110,창신동, 
창신쌍용1,1992, , ,2025,2,25,"32,990",0, , ,54.7,5,702,11110,창신동, 
현대,2000, , ,2025,2,22,"63,000",0, , ,114.9,9,82,11110,무악동, 
경희궁자이(3단지),2017,25.03~27.03,신규,2025,2,8,"119,000",0, , ,84.614,12,233,11110,평동, 
두산,1999,25.03~27.03,신규,2025,2,22,"5,000",130, , ,59.95,2,232,11110,창신동, 
경희궁자이(2단지),2017,25.04~27.04,갱신,2025,2,11,"78,600",0,"74,900", ,59.895,7,199,11110,홍파동, 
창신쌍용2,1993,25.05~27.05,신규,2025,2,1,"15,000",150, , ,106.62,8,703,11110,창신동, 
서울역센트럴자이,2017, , ,2025,2,5,"81,000",0, , ,72.9733,18,273,11140,만리동2가, 
롯데캐슬,2008, , ,2025,2,18,"5,000",180, , ,59.91,31,2545,11140,황학동, 
롯데캐슬,2008, , ,2025,2,18,"47,250",0, , ,59.91,12,2545,11140,황학동, 
롯데캐슬,2008, , ,2025,2,28,"5,000",133, , ,59.94,28,2545,11140,황학동, 
서울역센트럴자이,2017, , ,2025,2,28,"80,000",0, , ,59.943,20,273,11140,만리동2가, 
래미안하이베르,2011, , ,2025,2,25,"65,000",0, , ,59.74,11,851,11140,신당동, 
삼성사이버빌리지,2001, , ,2025,2,22,"51,400",0, , ,59.93,2,200,11140,중림동, 
서울역센트럴자이,2017, , ,2025,2,24,"31,500",168, , ,72.9733,14,273,11140,만리동2가, 
서울역센트럴자이,2017, , ,2025,2,20,"19,000",0, , ,84.9918,7,273,11140,만리동2가, 
신당푸르지오,2005, , ,2025,2,8,"72,000",0, , ,84.39,5,850,11140,신당동, 
