aptNm,buildYear,contractTerm,contractType,dealYear,dealMonth,dealDay,deposit,monthlyRent,preDeposit,preMonthlyRent,excluUseAr,floor,jibun,sggCd,umdNm,useRRRight
대방노블랜드1차,2002,25.03~27.03,신규,2025,2,17,"2,000",60, , ,70.658,14,256,41650,소흘읍 이동교리, 
한성,2000, , ,2025,2,2,"10,000",0, , ,59.995,8,127-9,41670,월송동, 
여주역우남퍼스트빌,2023, , ,2025,2,22,"25,000",0, , ,59.9384,16,670-1,41670,교동, 
현진에버빌-1,2000, , ,2025,2,15,500,45, , ,28.03,14,632,41670,가남읍 신해리, 
벽산,1997, , ,2025,2,13,0,43, , ,37.52,6,188-1,41670,현암동, 
벽산,1997, , ,2025,2,13,0,45, , ,37.52,18,188-1,41670,현암동, 
벽산,1997, , ,2025,2,13,0,43, , ,37.52,7,188-1,41670,현암동, 
강남,1998, , ,2025,2,3,"2,000",65, , ,59.92,8,81,41670,교동, 
여주오드카운티,2014,25.04~27.04,신규,2025,2,8,"2,000",75, , ,59.976,11,408,41670,오학동, 
동남,1997,25.04~26.04,신규,2025,2,26,"2,000",45, , ,59.77,2,620-17,41670,가남읍 신해리, 
부영사랑으로,2000,25.04~27.07,신규,2025,2,14,"9,000",0, , ,48.906,13,430-6,41670,점봉동, 
조흥,1992, , ,2025,2,17,"2,300",0, , ,59.84,6,263,41800,전곡읍 전곡리, 
전곡제일풍경채리버파크,2024, , ,2025,2,14,"22,000",0, , ,84.9775,14,82,41800,전곡읍 전곡리, 
전곡제일풍경채리버파크,2024,25.03~27.03,신규,2025,2,15,"21,000",0, , ,84.936,14,82,41800,전곡읍 전곡리, 
샤인,2009,25.03~26.03,신규,2025,2,28,"1,000",40, , ,59.25,5,325-10,41800,전곡읍 전곡리, 
e편한세상연천웰스하임,2023,25.05~27.05,신규,2025,2,22,"14,000",0, , ,74.9962,19,860,41800,연천읍 옥산리, 
전곡석미모닝파크3차,2020,25.04~27.04,신규,2025,2,26,"8,500",0, , ,42.18,4,707,41800,전곡읍 전곡리, 
전곡예일세띠앙,2006,25.03~27.03,신규,2025,2,18,"1,000",70, , ,84.862,12,684,41800,전곡읍 전곡리, 
전곡석미모닝파크3차,2020,25.03~27.03,신규,2025,2,24,"8,800",0, , ,42.18,18,707,41800,전곡읍 전곡리, 
전곡제일풍경채리버파크,2024,25.03~27.03,신규,2025,2,17,"19,000",0, , ,84.9775,18,82,41800,전곡읍 전곡리, 
석미모닝파크,2006,25.03~27.03,신규,2025,2,28,"3,000",60, , ,84.93,7,685,41800,전곡읍 전곡리, 
휴먼시아,2010, , ,2025,2,4,"1,660",9, , ,41.05,3,234,41820,가평읍 읍내리, 
e편한세상가평퍼스트원,2023,25.04~27.04,신규,2025,2,21,"27,000",0, , ,84.8046,9,694,41820,가평읍 대곡리, 
경남아너스빌,2008,25.03~27.03,신규,2025,2,26,"18,000",0, , ,84.8896,11,306,41820,청평면 청평리, 
가평센트럴파크더스카이,2022,25.04~26.04,신규,2025,2,25,"5,000",65, , ,59.377,24,457-5,41820,가평읍 읍내리, 
가평블루핀,2019,25.03~27.03,신규,2025,2,12,"2,000",80, , ,84.9824,14,766-3,41820,가평읍 읍내리, 
힐스테이트가평더뉴클래스,2023,25.03~27.09,신규,2025,2,28,"3,000",90, , ,84.9594,11,214,41820,가평읍 읍내리, 
해오름아파트,2005,25.03~27.03,신규,2025,2,7,"1,000",55, , ,82.44,5,749-7,41820,가평읍 읍내리, 
이안지안스청평,2018,25.04~27.03,신규,2025,2,28,"23,000",0, , ,84.73,14,657-1,41820,청평면 청평리, 
e편한세상가평퍼스트원,2023,25.03~27.03,신규,2025,2,4,"3,000",80, , ,74.7567,19,694,41820,가평읍 대곡리, 
가평자이,2023,25.04~27.04,신규,2025,2,26,"17,000",0, , ,59.9644,2,695,41820,가평읍 대곡리, 
행복마을(공흥주공),2003, , ,2025,2,25,"14,000",0, , ,36.35,1,883,41830,양평읍 공흥리, 
양평휴먼빌2차,2017, , ,2025,2,1,"19,000",0, , ,59.9966,16,1208,41830,강상면 병산리, 
양평휴먼빌리버파크어반,2023, , ,2025,2,27,"27,700",0, , ,84.8635,2,842,41830,양평읍 창대리, 
양평현대성우(3단지),2010, , ,2025,2,22,"20,000",0, , ,84.9088,7,1207,41830,강상면 병산리, 
양평휴먼빌리버파크어반,2023, , ,2025,2,19,"27,000",0, , ,84.8635,5,842,41830,양평읍 창대리, 
양평역한라비발디,2023, , ,2025,2,15,"2,700",0, , ,59.9846,5,797,41830,양평읍 양근리, 
용문역반도유보라아이비파크,2023,25.04~27.04,신규,2025,2,22,"23,000",0, , ,59.996,20,1107,41830,용문면 다문리, 
그린맨션2,1995,25.03~27.03,신규,2025,2,22,"12,500",0, , ,59.76,8,137-48,41830,양평읍 양근리, 
양평현대성우(2단지),2010,25.03~27.03,신규,2025,2,19,"3,000",100, , ,84.9679,7,1206,41830,강상면 병산리, 
한화포레나양평,2023,25.04~27.04,신규,2025,2,15,"23,500",0, , ,59.9662,8,844,41830,양평읍 창대리, 
e편한세상영종국제도시센텀베뉴,2023, , ,2025,2,13,"40,000",0, , ,98.0425,15,1871-1,28110,중산동, 
영종힐스테이트,2012, , ,2025,2,8,"21,000",0, , ,83.011,29,1887-2,28110,중산동, 
영종국제도시화성파크드림,2019, , ,2025,2,28,"28,000",0, , ,84.7363,31,1889-2,28110,중산동, 
신흥아이파크,2002, , ,2025,2,20,"19,500",0, , ,59.904,18,7-235,28110,신흥동3가, 
영종베르힐스카이시티,2024, , ,2025,2,9,"1,000",115, , ,84.1579,8,1709-1,28110,운남동, 
영종국제도시한신더휴스카이파크,2019, , ,2025,2,22,"2,000",90, , ,59.9384,10,1911-2,28110,중산동, 
인천유림노르웨이숲에듀오션,2023, , ,2025,2,4,"4,000",75, , ,59.1069,19,31-13,28110,신흥동3가, 
운서SKVIEWSkycity,2022, , ,2025,2,22,"27,000",0, , ,84.963,14,3104-1,28110,운서동, 
영종베르힐스카이시티,2024, , ,2025,2,22,"24,000",0, , ,84.6853,4,1709-1,28110,운남동, 
영종국제도시한신더휴스카이파크,2019, , ,2025,2,20,"10,000",45, , ,59.9026,7,1911-2,28110,중산동, 
솔빛마을주공,2003, , ,2025,2,15,"19,000",0, , ,59.81,7,154,28140,송현동, 
동인천역파크푸르지오,2023,25.05~27.05,갱신,2025,2,10,"8,500",66,"8,500",66,59.8701,35,348,28140,송림동, 
동인천역파크푸르지오,2023,25.04~27.04,갱신,2025,2,21,"16,000",42,"16,000",42,59.6045,19,348,28140,송림동, 
동인천역파크푸르지오,2023,25.04~27.03,신규,2025,2,25,"5,500",10, , ,21.403,42,348,28140,송림동, 
동인천역파크푸르지오,2023,25.04~27.04,신규,2025,2,27,"5,000",39, , ,41.857,8,348,28140,송림동, 
솔빛마을주공,2003,25.04~27.04,신규,2025,2,28,"18,000",0, , ,59.98,11,154,28140,송현동, 
미륭,1990,25.04~27.03,신규,2025,2,5,500,37, , ,39.924,4,2-7,28140,화수동, 
동인천역파크푸르지오,2023,25.04~27.04,갱신,2025,2,4,"8,500",66,"8,500",66,59.8701,33,348,28140,송림동, 
동인천역파크푸르지오,2023,25.04~27.04,갱신,2025,2,13,"8,500",66,"8,500",66,59.8701,25,348,28140,송림동, 
동인천역파크푸르지오,2023,25.04~27.04,갱신,2025,2,28,"7,000",59,"7,000",59,59.6045,5,348,28140,송림동, 
주안파크자이더플래티넘,2023, , ,2025,2,22,"3,000",130, , ,73.9559,21,1662,28177,주안동, 
동아풍림,1999, , ,2025,2,13,"27,000",0, , ,84.36,2,719,28177,학익동, 
인천학익두산위브,2011, , ,2025,2,24,"1,000",50, , ,15.987,6,739,28177,학익동, 
성원상떼빌,2009, , ,2025,2,17,"25,000",0, , ,84.9297,18,649,28177,용현동, 
신동아2,1989, , ,2025,2,26,"14,000",0, , ,49.03,3,125-1,28177,학익동, 
힐스테이트숭의역,2025, , ,2025,2,6,"2,000",110, , ,59.9833,22,362-19,28177,숭의동, 
세림펠리체,2019, , ,2025,2,25,"12,600",0, , ,35.817,6,550-7,28177,도화동, 
주안파크자이더플래티넘,2023, , ,2025,2,24,"19,500",0, , ,36.811,3,1662,28177,주안동, 
인천학익두산위브,2011, , ,2025,2,22,"7,900",0, , ,15.987,1,739,28177,학익동, 
주안파크자이더플래티넘,2023, , ,2025,2,16,"18,000",10, , ,59.9145,24,1662,28177,주안동, 
송도더샵파크애비뉴,2018, , ,2025,2,11,"45,000",0, , ,68.64,41,103,28185,송도동, 
롯데캐슬캠퍼스타운,2016, , ,2025,2,8,"50,000",0, , ,101.3056,12,149,28185,송도동, 
롯데캐슬캠퍼스타운,2016, , ,2025,2,22,"47,250",0, , ,101.3056,25,149,28185,송도동, 
e편한세상송도,2018, , ,2025,2,23,"28,000",0, , ,70.5618,37,319-1,28185,송도동, 
송도더샵그린워크3차(17-1블럭),2015, , ,2025,2,1,"30,450",0, , ,69.91,13,18-5,28185,송도동, 
시대,1994, , ,2025,2,24,"2,000",70, , ,49.585,13,451,28185,청학동, 
송도오션파크베르디움,2020, , ,2025,2,21,"31,000",0, , ,84.795,10,310-1,28185,송도동, 
더샵센트럴파크1,2010, , ,2025,2,25,"115,000",0, , ,179.0018,5,23-3,28185,송도동, 
e편한세상송도,2018, , ,2025,2,24,"2,000",125, , ,70.5618,17,319-1,28185,송도동, 
송도SKVIEW,2019, , ,2025,2,21,"37,000",0, , ,84.6541,3,315-1,28185,송도동, 
에코메트로9,2011, , ,2025,2,3,"50,000",0, , ,150.777,27,766-1,28200,논현동, 
간석한신더휴,2019, , ,2025,2,28,"23,625",0, , ,59.925,17,616-6,28200,간석동, 
구월힐스테이트1단지,2007, , ,2025,2,24,"33,000",0, , ,83.8726,21,23,28200,구월동, 
인천서창엘에에치14단지,2020, , ,2025,2,20,"3,744",20, , ,36.64,9,744,28200,서창동, 
향촌휴먼시아2단지,2012, , ,2025,2,19,"3,000",120, , ,84.98,23,1116-1,28200,만수동, 
간석래미안자이,2008, , ,2025,2,15,"34,000",0, , ,84.98,2,939-1,28200,간석동, 
어울림마을,2005, , ,2025,2,28,"21,000",0, , ,59.87,17,938-1,28200,간석동, 
인천서창엘에에치14단지,2020, , ,2025,2,21,"2,808",15, , ,26.8,14,744,28200,서창동, 
에코메트로5,2010, , ,2025,2,22,"24,150",0, , ,84.986,7,755-1,28200,논현동, 
논현엘에이치15단지,2020, , ,2025,2,19,"3,708",19, , ,36.76,11,581-1,28200,논현동, 
부평SKVIEW해모로,2023, , ,2025,2,3,"22,000",0, , ,36.0986,10,962,28237,부평동, 
스위트홈B(2동),2015,25.03~27.03,신규,2025,2,11,"10,900",0, , ,41.76,2,518-7,28237,부평동, 
벨라루체,2015,25.02~26.02,신규,2025,2,18,"1,000",70, , ,31.63,15,519-9,28237,부평동, 
쌍용,1990,25.03~27.03,신규,2025,2,9,"21,000",0, , ,56.25,9,259,28237,청천동, 
삼산타운주공1단지,2005,25.03~27.03,신규,2025,2,12,"26,000",0, , ,51.86,16,440-1,28237,삼산동, 
브라운스톤부평,2023,25.03~27.03,갱신,2025,2,9,"21,000",0,"20,000", ,59.99,14,553,28237,삼산동,사용
부개주공1,1996,25.02~27.02,신규,2025,2,14,"24,000",0, , ,59.97,13,496-2,28237,부개동, 
부평코오롱하늘채,2020,25.02~27.02,갱신,2025,2,5,"41,000",0,"35,000", ,72.9227,21,520,28237,부개동, 
더샵부평센트럴시티,2022,25.04~27.04,갱신,2025,2,24,"16,500",44,"16,500",44,69.4834,11,630,28237,십정동, 
부평SKVIEW해모로,2023,25.04~27.04,신규,2025,2,22,"10,000",100, , ,59.975,8,962,28237,부평동, 
주공,1990, , ,2025,2,22,"12,000",0, , ,36.16,4,20,28245,계산동, 
작전역서해그랑블,2020, , ,2025,2,8,"31,000",0, , ,59.9887,4,949,28245,작전동, 
뉴서울2,1986,25.04~27.04,신규,2025,2,11,500,40, , ,39.84,1,24,28245,효성동, 
한진해모로,2006,25.04~27.04,신규,2025,2,24,"24,000",0, , ,59.61,4,582,28245,동양동, 
학마을서해,1997,25.04~27.04,신규,2025,2,19,"26,000",0, , ,59.79,9,432-5,28245,병방동, 
계양센트레빌2단지,2013,25.03~27.03,신규,2025,2,26,"5,000",115, , ,84.922,5,532,28245,귤현동, 
한일,1991,25.04~27.04,신규,2025,2,24,"18,000",0, , ,72.18,12,855-2,28245,작전동, 
은영칠성,1988,25.02~27.02,갱신,2025,2,22,"1,000",40,"1,500",30,40.77,3,31,28245,임학동, 
현대4,1995,25.04~27.04,신규,2025,2,27,"2,000",80, , ,59.4,3,200-1,28245,효성동, 
서해3,1991,25.03~27.03,신규,2025,2,14,"1,000",60, , ,59.97,4,954-30,28245,계산동, 
청라자이,2010, , ,2025,2,20,"43,000",0, , ,115.5101,5,193-1,28260,청라동, 
검단한신더휴어반파크,2023, , ,2025,2,18,"5,200",59, , ,74.9625,16,1274,28260,당하동, 
검단신도시푸르지오더베뉴,2021, , ,2025,2,5,"49,500",0, , ,105.52,19,1018,28260,원당동, 
청라호수공원한신더휴,2020, , ,2025,2,12,"32,000",0, , ,84.9613,6,103-15,28260,청라동, 
인천청라시티프라디움,2021, , ,2025,2,17,"6,000",130, , ,84.9995,5,84-7,28260,청라동, 
서해그랑블,2003, , ,2025,2,17,"28,000",0, , ,69.6616,14,595-3,28260,검암동, 
검단한신더휴어반파크,2023, , ,2025,2,14,"11,100",52, , ,84.6875,8,1274,28260,당하동, 
서해그랑블,2003, , ,2025,2,8,"24,000",0, , ,69.6616,18,595-3,28260,검암동, 
청라센트럴에일린의뜰,2018, , ,2025,2,22,"41,000",0, , ,84.961,13,156-1,28260,청라동, 
청라자이,2010, , ,2025,2,15,"14,000",125, , ,114.79,4,193-1,28260,청라동, 
현대,1994, , ,2025,2,28,"10,000",0, , ,84.89,10,667,28710,강화읍 갑곳리, 
강화서희스타힐스1단지,2024, , ,2025,2,7,"2,000",60, , ,59.9669,18,456,28710,선원면 창리, 
강화서희스타힐스1단지,2024, , ,2025,2,8,"1,000",65, , ,59.957,15,456,28710,선원면 창리, 
강화서희스타힐스1단지,2024,25.04~27.04,신규,2025,2,26,"15,000",0, , ,59.957,10,456,28710,선원면 창리, 
강화서희스타힐스1단지,2024,25.04~27.04,신규,2025,2,4,"3,000",100, , ,84.9495,13,456,28710,선원면 창리, 
강화서희스타힐스1단지,2024,25.04~27.04,신규,2025,2,22,"14,000",0, , ,59.957,11,456,28710,선원면 창리, 
강화서희스타힐스1단지,2024,25.03~27.03,신규,2025,2,11,"2,500",70, , ,71.995,8,456,28710,선원면 창리, 
강화서희스타힐스2단지,2024,25.03~27.03,신규,2025,2,17,"2,000",50, , ,59.957,10,산167-1,28710,선원면 창리, 
강화서희스타힐스1단지,2024,25.03~27.03,신규,2025,2,26,"5,000",40, , ,59.957,11,456,28710,선원면 창리, 
강화서희스타힐스1단지,2024,25.03~27.03,신규,2025,2,20,"6,000",55, , ,71.995,8,456,28710,선원면 창리, 
경희궁자이(2단지),2017, , ,2025,3,31,"70,000",100, , ,59.8547,16,199,11110,홍파동, 
경희궁자이(3단지),2017, , ,2025,3,1,"82,000",0, , ,59.8547,3,233,11110,평동, 
경희궁자이(2단지),2017, , ,2025,3,5,"160,000",0, , ,116.9862,18,199,11110,홍파동, 
종로센트레빌,2008, , ,2025,3,22,"44,000",0, , ,59.92,3,2-1,11110,숭인동, 
이지마루종로,2021, , ,2025,3,15,"27,500",20, , ,26.65,6,126-2,11110,효제동, 
창신쌍용2,1993, , ,2025,3,15,"29,400",0, , ,54.7,1,703,11110,창신동, 
동대문맨션,1973,25.06~27.06,신규,2025,3,26,"27,500",0, , ,83.83,3,578-5,11110,창신동, 
경희궁자이(2단지),2017,25.05~27.05,갱신,2025,3,22,"94,500",0,"90,000", ,84.8359,17,199,11110,홍파동,사용
숭인상가,1979,25.05~27.05,신규,2025,3,20,"30,000",0, , ,80.85,4,204-11,11110,숭인동, 
인왕산2차아이파크,2015,25.07~27.07,신규,2025,3,28,"75,000",0, , ,84.748,14,88,11110,무악동, 
청구e편한세상,2011, , ,2025,3,22,"63,000",0, , ,59.88,7,852,11140,신당동, 
서울역센트럴자이,2017, , ,2025,3,15,"80,000",0, , ,59.943,13,273,11140,만리동2가, 
덕수궁롯데캐슬,2016, , ,2025,3,6,"2,000",165, , ,42.3686,10,217,11140,순화동, 
삼정아트테라스정동,2020, , ,2025,3,22,"35,500",0, , ,28.1974,4,37,11140,정동, 
약수하이츠,1999, , ,2025,3,31,"80,000",0, , ,114.92,2,842,11140,신당동, 
서울역센트럴자이,2017, , ,2025,3,22,"89,000",0, , ,84.972,2,273,11140,만리동2가, 
서울역센트럴자이,2017, , ,2025,3,22,"70,000",80, , ,84.9918,4,273,11140,만리동2가, 
서울역한라비발디센트럴,2018, , ,2025,3,15,"85,000",0, , ,84.9728,1,288,11140,만리동2가, 
한진해모로,2001, , ,2025,3,9,"10,000",170, , ,84.96,11,845,11140,신당동, 
약수하이츠,1999, , ,2025,3,1,"62,000",0, , ,84.88,17,842,11140,신당동, 
브라운스톤,2011, , ,2025,3,11,"60,000",0, , ,59.94,9,90,11170,용문동, 
삼성래미안,2001, , ,2025,3,15,"46,200",0, , ,59.94,20,23,11170,도원동, 
삼성래미안,2001, , ,2025,3,11,"60,000",0, , ,59.94,4,23,11170,도원동, 
리버힐삼성,2001, , ,2025,3,26,"30,000",150, , ,84.98,7,193,11170,산천동, 
북한강(성원),2001, , ,2025,3,29,"20,000",160, , ,59.55,18,422,11170,이촌동, 
산호,1977, , ,2025,3,21,"1,000",70, , ,40.46,9,118-16,11170,원효로4가, 
한가람,1998, , ,2025,3,22,"60,000",0, , ,59.88,9,404,11170,이촌동, 
CJ나인파크,2007, , ,2025,3,15,"62,475",0, , ,84.98,10,24-6,11170,문배동, 
용산e편한세상,2011, , ,2025,3,5,"73,500",0, , ,84.21,18,48,11170,신계동, 
리버힐삼성,2001, , ,2025,3,15,"58,000",0, , ,59.55,14,193,11170,산천동, 
현대I-PARK,2003, , ,2025,3,22,"80,000",0, , ,104.56,11,834,11200,성수동2가, 
옥수파크힐스101동~116동,2016, , ,2025,3,13,"40,000",180, , ,59.78,13,528,11200,옥수동, 
현대,1990, , ,2025,3,9,"50,000",0, , ,71.05,10,4,11200,옥수동, 
금호타운2차아파트,1997, , ,2025,3,21,"62,000",0, , ,59.94,5,832,11200,성수동2가, 
두산,1997, , ,2025,3,22,"43,000",0, , ,59.94,7,345,11200,행당동, 
삼성쉐르빌,2006, , ,2025,3,13,"10,000",200, , ,84.74,4,69,11200,도선동, 
현대,1990, , ,2025,3,8,"51,000",0, , ,63.13,8,4,11200,옥수동, 
극동,1986, , ,2025,3,23,"54,000",0, , ,84.74,14,428,11200,옥수동, 
래미안하이리버,2012, , ,2025,3,29,"64,000",0, , ,59.99,9,1217,11200,금호동2가, 
벽산,2001, , ,2025,3,8,"31,500",30, , ,59.9,11,633,11200,금호동1가, 
구의현대6단지,1994,25.04~27.04,신규,2025,3,22,"50,000",80, , ,84.93,17,610,11215,구의동, 
현대프라임,1997,25.04~27.04,갱신,2025,3,15,"55,650",0,"53,000", ,59.82,25,631-1,11215,구의동,사용
광나루현대,1996,25.06~27.06,신규,2025,3,26,"66,000",0, , ,84.92,17,567,11215,광장동, 
현대프라임,1997,25.05~27.05,신규,2025,3,13,"10,000",240, , ,84.99,25,631-1,11215,구의동, 
명성,2003,25.04~25.11,갱신,2025,3,30,"27,000",40,"27,000", ,64.84,3,237-5,11215,구의동, 
한솔리베르,2002,25.06~27.06,신규,2025,3,29,"68,000",0, , ,83.31,18,672,11215,자양동, 
구의강변우성아파트,1992,25.04~27.04,신규,2025,3,4,"30,000",150, , ,84.76,20,546-7,11215,구의동, 
로얄동아,1999,25.03~27.03,갱신,2025,3,24,"54,000",0,"50,000",20,84.83,4,644,11215,자양동, 
광진코지웰,2014,25.04~27.02,신규,2025,3,17,"1,000",75, , ,15.63,12,113-1,11215,화양동, 
어울채,2024,25.04~27.04,신규,2025,3,8,"90,000",0, , ,39.02,15,680-63,11215,자양동, 
동아,2001, , ,2025,3,29,"42,000",0, , ,84.72,11,10,11230,답십리동, 
래미안위브,2014, , ,2025,3,29,"67,000",0, , ,84.99,4,1003,11230,답십리동, 
동서울한양,1989, , ,2025,3,29,"35,000",0, , ,59.67,7,41,11230,답십리동, 
청계한신휴플러스,2010, , ,2025,3,28,"51,450",0, , ,73.96,8,1002,11230,답십리동, 
쌍용,2000, , ,2025,3,22,"40,000",0, , ,59.99,12,64,11230,이문동, 
두산위브,2007, , ,2025,3,14,"60,000",0, , ,84.91,5,998,11230,답십리동, 
래미안미드카운티,2019, , ,2025,3,19,"72,000",0, , ,84.97,18,1013,11230,답십리동, 
힐스테이트청계,2018, , ,2025,3,21,"52,500",0, , ,59.86,14,1009,11230,답십리동, 
안암골벽산,2003, , ,2025,3,21,"37,300",0, , ,59.94,17,153,11230,제기동, 
대우,2001, , ,2025,3,16,"45,000",0, , ,84.891,8,45,11230,이문동, 
쌍용더플래티넘용마산,2020, , ,2025,3,29,"26,000",120, , ,75.058,4,1548,11260,면목동, 
용마산하늘채,2015, , ,2025,3,4,"57,000",0, , ,59.9636,7,1537,11260,면목동, 
태영데시앙1,2003, , ,2025,3,29,"51,000",0, , ,84.9353,3,497,11260,상봉동, 
신내글로리움,2019, , ,2025,3,24,"6,992",30, , ,36.36,20,640,11260,신내동, 
두산4,2000, , ,2025,3,22,"47,000",0, , ,84.86,21,1522,11260,면목동, 
동성5,1997, , ,2025,3,12,"33,000",0, , ,59.91,7,788,11260,신내동, 
동부아파트,1999, , ,2025,3,8,"3,000",115, , ,54,2,495,11260,상봉동, 
중랑숲시티프라디움,2022, , ,2025,3,16,"39,000",15, , ,55.95,5,620,11260,망우동, 
이편한세상화랑대,2017, , ,2025,3,11,"63,000",0, , ,84.902,19,396,11260,묵동, 
온세솔내움,2004, , ,2025,3,7,"38,000",0, , ,69.6946,3,1524,11260,면목동, 
꿈의숲아이파크,2022, , ,2025,3,27,"43,050",0, , ,59.1,3,323,11290,장위동, 
보문파크뷰자이,2017, , ,2025,3,25,"10,000",139, , ,45.81,2,458,11290,보문동6가, 
중앙하이츠,1994, , ,2025,3,22,"37,000",0, , ,59.79,12,110-2,11290,석관동, 
길음뉴타운8단지(래미안),2010, , ,2025,3,29,"65,000",0, , ,84.82,20,1284,11290,길음동, 
래미안세레니티,2009, , ,2025,3,27,"53,550",0, , ,84.99,7,133,11290,종암동, 
삼선현대힐스테이트,2009, , ,2025,3,4,"45,000",0, , ,56.83,10,420,11290,삼선동2가, 
보문파크뷰자이,2017, , ,2025,3,26,"50,000",0, , ,45.81,11,458,11290,보문동6가, 
래미안아트리치,2019, , ,2025,3,25,"47,500",0, , ,59.98,5,410,11290,석관동, 
우방아파트,2001, , ,2025,3,1,"33,000",0, , ,59.98,12,312,11290,장위동, 
길음뉴타운경남아너스빌,1999, , ,2025,3,15,"10,000",100, , ,84.87,8,1015,11290,정릉동, 
북한산스카이뷰아파트,2020,25.04~27.04,갱신,2025,3,22,"36,000",0,"36,000", ,54.15,3,739,11305,수유동, 
극동,1992,25.04~27.04,신규,2025,3,1,"40,000",0, , ,84.99,2,553-61,11305,수유동, 
주공1단지,1991,25.06~27.06,신규,2025,3,19,"2,000",65, , ,41.3,1,242,11305,번동, 
에스케이북한산시티,2004,25.04~27.04,신규,2025,3,4,"15,000",90, , ,84.92,5,1353,11305,미아동, 
주공1단지,1991,25.03~27.03,갱신,2025,3,31,"15,628",0,"14,884", ,41.3,14,242,11305,번동,사용
