kaptCode,기본정보.1.kaptName,bjdCode,평균_매매가,평균_전세가,전용면적,갭차이,kaptdaCnt,기본정보.1.kaptAddr,기본정보.1.kaptDongCnt,기본정보.1.kaptdaCnt,기본정보.1.hoCnt,기본정보.1.privArea,기본정보.1.bjdCode
A43708004,래미안에버하임,4143010700,84433.33333,50000,84.76,34433.33333,696,경기도 의왕시 내손동 842 래미안에버하임,10,696,696,63829.27,4143010700
A43174707,초원한양,4117310300,79500,45000,84.9,34500,870,경기도 안양동안구 평촌동 897-5 초원한양,11,870,870,67133.55,4117310300
A15178201,관악벽산블루밍,1162010100,80937.5,46232.8125,74.0525,34704.6875,2105,서울특별시 관악구 봉천동 1718 관악벽산블루밍,18,2105,2105,172529.89,1162010100
A12009305,문화촌현대,1141011100,76750,42000,84.99,34750,768,서울특별시 서대문구 홍제동 463 문화촌현대,4,768,767,57471.93,1141011100
A15807002,신트리1단지,1147010100,71787.5,37000,59.73,34787.5,997,서울특별시 양천구 신정동 1259 신트리1단지,9,997,997,54010.76,1147010100
A15609502,사당자이,1159010700,81888.88889,47100,59.90222222,34788.88889,719,서울특별시 동작구 사당동 1139 사당자이,9,719,719,57908.48,1159010700
A44278215,화서주공4단지,4111513800,56980,22000,59.98,34980,1314,경기도 수원팔달구 화서동 650 화서주공4단지,13,1314,1314,76383.21,4111513800
A13170401,한일써너스빌아파트,1126010200,82000,47000,84.642,35000,504,서울특별시 중랑구 상봉동 81-5 한일써너스빌아파트,3,504,504,43207.772,1126010200
A13611003,길음뉴타운3단지푸르지오,1129013400,95000,59850,114.73,35150,434,서울특별시 성북구 길음동 1280-1 길음뉴타운3단지푸르지오,6,434,434,32439.68,1129013400
A10026947,꿈의숲롯데캐슬아파트,1130510100,86312.5,51000,84.98,35312.5,615,서울특별시 강북구 미아동 4 꿈의숲롯데캐슬아파트,11,615,615,45906.27,1130510100
A10025832,힐스테이트중앙,4127310100,65327.27273,30000,59.97137273,35327.27273,1152,경기도 안산단원구 고잔동 853 힐스테이트중앙,8,1152,1152,81243.8193,4127310100
A13811206,거여1단지,1171011300,75833.33333,40500,49.8,35333.33333,1004,서울특별시 송파구 거여동 290 거여1단지,6,1004,1004,48410.32,1171011300
A41570101,신안실크밸리3차,4157010500,58500,23100,84.8026,35400,1074,경기도 김포시 감정동 696 신안실크밸리3차,15,1074,1074,102973.0984,4157010500
A12185602,신수세양청마루,1144011100,82666.66667,47250,57.44,35416.66667,192,서울특별시 마포구 신수동 451 신수세양청마루,4,192,192,14796.96,1144011100
A10027884,송도더샵그린워크3차 D17-1BL,2818510600,65900,30450,69.91,35450,358,인천광역시 연수구 송도동 18-5 송도더샵그린워크3차 D17-1BL,3,358,358,30685.02,2818510600
A10025972,청라센트럴에일린의뜰,2826012200,76650,41000,84.98123333,35650,1163,인천광역시 서구 청라동 156-1 청라센트럴에일린의뜰,6,1163,1163,101659.3745,2826012200
A10025621,영통아이파크캐슬1단지,4111710700,83750,48000,75.93,35750,1783,경기도 수원영통구 망포동 766 영통아이파크캐슬1단지,16,1783,1783,140855.51,4111710700
A44377202,광교호반베르디움,4111710200,81860,46000,59.9306,35860,1330,경기도 수원영통구 원천동 0 광교호반베르디움,,1330,0,86682.8718,4111710200
A10021000,송도자이 더 스타,2818510600,80934,45000,84.7098,35934,1533,인천광역시 연수구 송도동 396-11 송도자이 더 스타,9,1533,1533,136574.3418,2818510600
A15190705,신림푸르지오,1162010200,100000,64000,114.84,36000,1456,서울특별시 관악구 신림동 1730 신림푸르지오,23,1456,1456,145820.53,1162010200
A46283501,중앙동힐스테이트1차,4113313200,96000,60000,120.6,36000,356,경기도 성남중원구 중앙동 578 중앙동힐스테이트1차,7,356,356,32469.53,4113313200
A10023559,평촌어바인퍼스트,4117310400,76961.29032,40900,59.87,36061.29032,3850,경기도 안양동안구 호계동 1296 평촌어바인퍼스트,34,3850,3850,242491.91,4117310400
A40471918,청라반도유보라2,2826012200,59250,23100,101.9859,36150,754,인천광역시 서구 청라동 102-16 청라반도유보라2,7,754,754,84876.103,2826012200
A41204001,삼송리슈빌센트럴파크아파트,4128110400,71392.85714,35175,84.99412857,36217.85714,1024,경기도 고양덕양구 원흥동 670 삼송리슈빌센트럴파크아파트,11,1024,1024,84020.163,4128110400
A10025241,꿈의숲 해링턴 플레이스 아파트,1130510100,78312.5,42000,59.36,36312.5,1028,서울특별시 강북구 미아동 1369 꿈의숲 해링턴 플레이스 아파트,17,1028,1028,78321.17,1130510100
A10023498,e편한세상금빛그랑메종3단지,4113310300,82110.29412,45628.67647,60.70823529,36481.61765,784,경기도 성남중원구 금광동 1008 e편한세상금빛그랑메종3단지,6,784,784,48344.9,4113310300
A10023597,대곡역두산위브1단지,4128112000,65425,28218.75,61.24,37206.25,493,경기도 고양덕양구 토당동 913 대곡역두산위브1단지,5,493,493,34045.07,4128112000
A10025399,송도 SK VIEW 아파트,2818510600,71553.33333,34000,84.65670667,37553.33333,2100,인천광역시 연수구 송도동 315-1 송도 SK VIEW 아파트,11,2100,2100,178559.2435,2818510600
A10025071,힐스테이트레이크송도2차,2818510600,71785.71429,33500,84.96428571,38285.71429,889,인천광역시 연수구 송도동 397-8 힐스테이트레이크송도2차,9,889,889,77930.09,2818510600
A10024163,검단푸르지오더베뉴,2826011500,81150,42750,95.22,38400,1540,인천광역시 서구 원당동 1018 검단푸르지오더베뉴,16,1540,1540,135951.1,2826011500
A10027281,동탄2신도시 하우스디 더 레이크,4159013700,66000,27300,59.98894737,38700,1552,경기도 화성시 송동 693 동탄2신도시 하우스디 더 레이크,14,1552,1552,104975.06,4159013700
A13204205,창동태영데시앙,1132010700,80000,41050,84.995,38950,958,서울특별시 도봉구 창동 819 창동태영데시앙,15,958,958,81425.21,1132010700
A15083602,문래공원한신,1156012100,86137.5,47000,58.96,39137.5,367,서울특별시 영등포구 문래동3가 77-2 문래공원한신,2,367,367,24616.82,1156012100
A15178202,봉천벽산블루밍3차,1162010100,81500,42000,84.72,39500,281,서울특별시 관악구 봉천동 1720 봉천벽산블루밍3차,5,281,281,23485.31,1162010100
A47177317,인창대림2차e편한세상,4131010300,65750,26250,59.335,39500,621,경기도 구리시 인창동 705 인창대림2차e편한세상,11,621,621,50946.349,4131010300
A12294102,DMC우방,1138011000,71100,31500,59.91,39600,429,서울특별시 은평구 증산동 244 DMC우방,3,429,429,34239.58,1138011000
A44851805,현대성우5차,4146510700,72358.69565,32550,59.99,39808.69565,310,경기도 용인수지구 상현동 843 현대성우5차,4,310,310,40336.18,4146510700
A10024170,화서역 파크 푸르지오,4111113000,85366.66667,45000,59.98,40366.66667,2355,경기도 수원장안구 정자동 950 화서역 파크 푸르지오,14,2355,2355,190000.04,4111113000
A10026023,목동롯데캐슬 마에스트로,1147010200,105400,65000,59.9841,40400,410,서울특별시 양천구 목동 965 목동롯데캐슬 마에스트로,6,410,414,29486.58,1147010200
A44693813,블루밍 구성 더센트럴,4146311300,67000,26400,59.783,40600,1576,경기도 용인기흥구 마북동 524-8 블루밍 구성 더센트럴,27,1576,1576,151202.86,4146311300
A10023204,서광교 파크 스위첸,4111113700,69000,28300,59.756,40700,1130,경기도 수원장안구 연무동 244 서광교 파크 스위첸,9,1130,1130,74992.1631,4111113700
A10027653,롯데캐슬캠퍼스타운아파트,2818510600,89500,48625,101.3056,40875,1230,인천광역시 연수구 송도동 149 롯데캐슬캠퍼스타운아파트,6,1230,1230,103797.8928,2818510600
A13307202,신동아,1120010700,93125,52000,84.81,41125,636,서울특별시 성동구 행당동 344 신동아,9,636,636,47802.69,1120010700
A10024874,청라호수공원 한신더휴아파트,2826012200,73725,32000,84.967925,41725,898,인천광역시 서구 청라동 103-15 청라호수공원 한신더휴아파트,10,898,898,74956.4634,2826012200
A10027888,송도 더샵 그린워크3차 18-1BL,2818510600,80625,38750,84.73,41875,780,인천광역시 연수구 송도동 19-3 송도 더샵 그린워크3차 18-1BL,6,780,780,73953.05,2818510600
A10022325,성수금호타운2차아파트,1120011500,104000,62000,59.94,42000,141,서울특별시 성동구 성수동2가 832- 성수금호타운2차아파트,1,141,141,9626.54,1120011500
A10026679,송도더샵퍼스트파크15단지,2818510600,71700,29400,59.98,42300,872,인천광역시 연수구 송도동 102 송도더샵퍼스트파크15단지,5,872,872,70685.27,2818510600
A15722106,마곡우림필유아파트,1150010900,91500,49000,84.528,42500,320,서울특별시 강서구 방화동 876 마곡우림필유아파트,3,320,320,26734.871,1150010900
A10025336,평촌더샵아이파크아파트,4117310400,101875,59375,75.59,42500,1174,경기도 안양동안구 호계동 1287 평촌더샵아이파크아파트,13,1174,1174,87319.22,4117310400
A10024573,송도sk뷰 센트럴,2818510600,82750,40000,84.6566,42750,299,인천광역시 연수구 송도동 10-30 송도sk뷰 센트럴,3,299,299,25324.9458,2818510600
A11087602,종로센트레빌,1111017500,87000,44000,59.92,43000,416,서울특별시 종로구 숭인동 2-1 종로센트레빌,6,416,416,32968.72,1111017500
A10024567,포레나영등포센트럴아파트,1156010800,140000,97000,84.8025,43000,185,서울특별시 영등포구 영등포동7가 29-1 포레나영등포센트럴아파트,2,185,185,13640.28,1156010800
A10024077,평촌래미안푸르지오아파트,4117310100,109250,66000,84.93,43250,1199,경기도 안양동안구 비산동 413-1 평촌래미안푸르지오아파트,10,1199,1199,91243.23,4117310100
A10025283,래미안아트리치,1129013900,90937.5,47500,59.9775,43437.5,1091,서울특별시 성북구 석관동 410 래미안아트리치,14,1091,1091,73098.17,1129013900
A15728006,마곡수명산파크4단지,1150010600,86471.42857,42850,59.84,43621.42857,919,서울특별시 강서구 내발산동 753 마곡수명산파크4단지,14,919,919,61143.58,1150010600
A43708008,인덕원센트럴자이,4143010700,89641.93548,45741.93548,76.29477419,43900,2540,경기도 의왕시 내손동 844 인덕원센트럴자이,38,2540,2540,237079.427,4143010700
A10020907,서울숲아이파크리버포레,1120011400,171000,127000,59.9397,44000,825,서울특별시 성동구 성수동1가 721- 서울숲아이파크리버포레,5,825,825,56423.2488,1120011400
A13611008,길음뉴타운8단지,1129013400,109233.3333,65000,84.82,44233.33333,1497,서울특별시 성북구 길음동 1284 길음뉴타운8단지,24,1497,1497,120961.51,1129013400
A10025428,e편한세상서울대입구 3단지,1162010100,107750,63500,59.9,44250,206,서울특별시 관악구 봉천동 1540-37 e편한세상서울대입구 3단지,2,206,206,7569.73,1162010100
A43106006,동편마을3단지,4117310200,94754.54545,50500,84.96909091,44254.54545,1042,경기도 안양동안구 관양동 1651 동편마을3단지,20,1042,1042,86206.55,4117310200
A10024388,더샵포웰시티,4145011500,124333.3333,80000,99.6429,44333.33333,881,경기도 하남시 감이동 491 더샵포웰시티,9,881,881,84403.3668,4145011500
A10028166,삼송 스타클래스,4128111100,72300,27700,84.97666667,44600,627,경기도 고양덕양구 삼송동 331 삼송 스타클래스,9,627,627,56922.14,4128111100
A15609006,신동아5,1159010700,72625,28000,46.75,44625,333,서울특별시 동작구 사당동 1137 신동아5,4,333,333,22789.77,1159010700
A10026455,광명역써밋플레이스,4121010600,99655.55556,55000,59.6827,44655.55556,1430,경기도 광명시 일직동 513 광명역써밋플레이스,10,1430,1430,113722.7363,4121010600
A46372411,금곡청솔마을주공9단지,4113511100,74537.5,29760,42.84,44777.5,1020,경기도 성남분당구 금곡동 133 금곡청솔마을주공9단지,6,1020,1027,39916.8,4113511100
A41137113,주엽강선마을2단지경남,4128710200,64833.33333,20000,129.09,44833.33333,620,경기도 고양일산서구 주엽동 38 주엽강선마을2단지경남,10,620,620,79825.5,4128710200
A10024321,철산센트럴푸르지오,4121010200,99923.07692,55000,59.99293077,44923.07692,798,경기도 광명시 철산동 638 철산센트럴푸르지오,7,798,798,57330.5349,4121010200
A15208003,고척삼환로즈빌,1153010600,91000,45675,84.994,45325,600,서울특별시 구로구 고척동 336 고척삼환로즈빌,7,600,600,48696.022,1153010600
A13007001,용두두산위브,1123010200,103000,57500,72.41,45500,338,서울특별시 동대문구 용두동 791 용두두산위브,6,338,338,27960.54,1123010200
A13010005,래미안장안2차,1123010600,94745.45455,49000,81.05,45745.45455,1786,서울특별시 동대문구 장안동 329-3 래미안장안2차,24,1786,1786,146615.32,1123010600
A10078901,래미안신당하이베르,1114016200,110785.7143,65000,59.74,45785.71429,784,서울특별시 중구 신당동 851 래미안신당하이베르,15,784,784,63696.59,1114016200
A10025097,월계센트럴아이파크아파트,1135010200,95785.71429,50000,84.99,45785.71429,859,서울특별시 노원구 월계동 633-31 월계센트럴아이파크아파트,7,859,859,65606.41,1135010200
A43774508,인덕원숲속마을5단지,4143010900,108000,62000,101.04,46000,330,경기도 의왕시 포일동 649 인덕원숲속마을5단지,8,330,330,37164.27,4143010900
A15609005,사당 대림아파트,1159010700,97533.33333,51525,59.84,46008.33333,1152,서울특별시 동작구 사당동 169-8 사당 대림아파트,12,1152,1152,110733.24,1159010700
A15780905,가양6단지,1150010400,77055.55556,31000,49.5,46055.55556,1476,서울특별시 강서구 가양동 1485 가양6단지,15,1476,1476,72902.7,1150010400
A10025836,힐스테이트녹번,1138010200,106250,60000,59.99,46250,952,서울특별시 은평구 녹번동 282 힐스테이트녹번,13,952,952,60955.94,1138010200
A15105602,봉천우성제2,1162010100,88820,42000,84.96,46820,717,서울특별시 관악구 봉천동 1706-1 봉천우성제2,2,717,717,21811.14,1162010100
A10024938,래미안루센티아 아파트,1141012000,107500,60000,59.98,47500,997,서울특별시 서대문구 남가좌동 175 래미안루센티아 아파트,11,997,997,72643.03,1141012000
A10025422,이편한세상 서울대입구2단지,1162010100,117600,70000,84.964,47600,565,서울특별시 관악구 봉천동 1555-1 이편한세상 서울대입구2단지,9,565,565,45369.83,1162010100
A10025754,답십리파크자이,1123010500,88640,40900,49.54,47740,802,서울특별시 동대문구 답십리동 25 답십리파크자이,9,802,806,47844.21,1123010500
A42370302,철산푸르지오하늘채,4121010200,115833.3333,68000,84.997,47833.33333,1264,경기도 광명시 철산동 637 철산푸르지오하늘채,12,1264,1264,113294.52,4121010200
A12204006,불광롯데캐슬,1138010300,88000,40000,59.99,48000,488,서울특별시 은평구 불광동 645 불광롯데캐슬,8,488,488,35322.89,1138010300
A10025170,지축역센트럴푸르지오,4128110900,96000,47250,84.8637,48750,852,경기도 고양덕양구 지축동 498-6 지축역센트럴푸르지오,6,852,852,71224.6604,4128110900
A10024382,포웰시티 푸르지오 라포레,4145011500,108825,59875,90.5295,48950,790,경기도 하남시 감이동 500 포웰시티 푸르지오 라포레,9,790,790,76378.6741,4145011500
A40673914,송도더샵그린애비뉴8단지,2818510600,89000,40000,101.8106,49000,540,인천광역시 연수구 송도동 16-7 송도더샵그린애비뉴8단지,11,540,540,57475.7445,2818510600
A46373404,이매아름마을선경,4113510600,87000,38000,41.76,49000,370,경기도 성남분당구 이매동 142 이매아름마을선경,5,370,370,26408.04,4113510600
A10023026,감일푸르지오마크베르,4145011500,112000,63000,84.8934,49000,496,경기도 하남시 감이동 438 감일푸르지오마크베르,5,496,497,47083.7223,4145011500
A10027227,돈암코오롱하늘채아파트,1129010300,108000,57700,84.757,50300,629,서울특별시 성북구 돈암동 644 돈암코오롱하늘채아파트,10,629,629,45971.603,1129010300
A46374321,까치마을4단지롯데선경,4113511400,98213.33333,47800,60.24533333,50413.33333,1124,경기도 성남분당구 구미동 63 까치마을4단지롯데선경,16,1124,1124,86543.96,4113511400
A42303401,광명푸르지오,4121010200,89500,38900,59.99356,50600,426,경기도 광명시 철산동 631 광명푸르지오,7,426,426,35284.4787,4121010200
A10024631,산성역 포레스티아 아파트,4113110100,110678.2609,59467.3913,73.16652174,51210.86957,4089,경기도 성남수정구 신흥동 6951 산성역 포레스티아 아파트,39,4089,4089,306296.22,4113110100
A15205513,신도림태영타운,1153010200,103730,52500,84.87,51230,1252,서울특별시 구로구 구로동 1267 신도림태영타운,13,1252,1252,113759,1153010200
A10025846,래미안베라힐즈아파트,1138010200,110928.5714,59642.85714,81.39142857,51285.71429,1305,서울특별시 은평구 녹번동 21-134 래미안베라힐즈아파트,20,1305,1305,92094.91,1138010200
A10025853,송도더샵파크애비뉴아파트,2818510600,93500,42000,64.29,51500,668,인천광역시 연수구 송도동 103 송도더샵파크애비뉴아파트,4,668,668,52655.44,2818510600
A12127004,상암월드컵파크2단지,1144012700,95875,44000,59.92,51875,657,서울특별시 마포구 상암동 1637 상암월드컵파크2단지,7,657,657,38606.78,1144012700
A10023884,철산역 롯데캐슬 & SK VIEW 클래스티지,4121010200,128062.5,76000,84.98,52062.5,1313,경기도 광명시 철산동 639-1 철산역 롯데캐슬 & SK VIEW 클래스티지,13,1313,1313,92796.28,4121010200
A15780401,가양강나루현대,1150010400,102960,50000,84.98,52960,642,서울특별시 강서구 가양동 448-1 가양강나루현대,9,642,642,45931.92,1150010400
A15805403,목동금호어울림,1147010200,125966.6667,73000,84.99,52966.66667,371,서울특별시 양천구 목동 951 목동금호어울림,7,371,371,37957.47,1147010200
A13204409,창동동아청솔,1132010700,89000,35777.77778,79.41222222,53222.22222,1981,서울특별시 도봉구 창동 808 창동동아청솔,18,1981,1981,165389.835,1132010700
A10024045,e편한세상감일아파트,4145011500,113484.6154,60000,84.9853,53484.61538,866,경기도 하남시 감이동 501 e편한세상감일아파트,6,866,866,71268.8079,4145011500
A10024831,녹번역e편한세상캐슬,1138010700,103181.8182,49350,59.96136364,53831.81818,2569,서울특별시 은평구 응암동 769 녹번역e편한세상캐슬,32,2569,2569,170569.1,1138010700
A12013003,DMC래미안e편한세상,1141011900,116523.6842,62039.47368,77.71315789,54484.21053,3293,서울특별시 서대문구 북가좌동 481 DMC래미안e편한세상,51,3293,3297,271661.76,1141011900
A10023693,더샵송도프라임뷰20BL,2818510600,101650,47000,84.83,54650,662,인천광역시 연수구 송도동 109 더샵송도프라임뷰20BL,5,662,662,61480.25,2818510600
A10024562,고덕센트럴푸르지오,1174010200,112555.5556,57825,59.12888889,54730.55556,656,서울특별시 강동구 고덕동 210-1 고덕센트럴푸르지오,4,656,656,36076.48,1174010200
A46271003,은행주공,4113310400,65000,10000,66.56,55000,1900,경기도 성남중원구 은행동 550 은행주공,23,1900,1900,119449.2,4113310400
A10024488,꿈의숲아이파크아파트,1129013800,98545.45455,43050,59.1,55495.45455,1711,서울특별시 성북구 장위동 189-3 꿈의숲아이파크아파트,19,1711,1711,118062.34,1129013800
A10025830,힐스테이트 다산,4136011200,87844.44444,32033.33333,78.71946667,55811.11111,1283,경기도 남양주시 다산동 3639-2 힐스테이트 다산,13,1283,1283,104572.2755,4136011200
A10025086,킨텍스원시티1블럭,4128510400,121000,65000,84.4423,56000,297,경기도 고양일산동구 장항동 1753 킨텍스원시티1블럭,2,297,297,25803.8829,4128510400
A10023661,힐스테이트뉴포레,1162010200,107285.7143,51250,59.98968571,56035.71429,1143,서울특별시 관악구 신림동 1644 힐스테이트뉴포레,7,1143,1143,69443.34,1162010200
A10023567,신흥역하늘채랜더스원3단지,4113313200,108590.9091,52500,84.99,56090.90909,400,경기도 성남중원구 중앙동 3007 신흥역하늘채랜더스원3단지,4,400,400,26160.78,4113313200
A10026104,힐스테이트청계,1123010500,103357.1429,47250,53.65642857,56107.14286,764,서울특별시 동대문구 답십리동 465 힐스테이트청계,8,764,764,50379.47,1123010500
A10027472,상도효성해링턴플레이스,1159010200,126250,70000,84.8136,56250,202,서울특별시 동작구 상도동 536 상도효성해링턴플레이스,2,202,202,15804.14,1159010200
A13671209,래미안라센트,1129013500,113433.3333,56500,84.99,56933.33333,837,서울특별시 성북구 종암동 134 래미안라센트,10,837,837,70992.57,1129013500
A10025188,인덕원푸르지오 엘센트로아파트,4143010900,121976.9231,65000,84.98757692,56976.92308,1774,경기도 의왕시 포일동 487-22 인덕원푸르지오 엘센트로아파트,12,1774,1774,155560.6724,4143010900
A10027985,강남자곡힐스테이트아파트,1168011200,107500,50000,59.93,57500,1339,서울특별시 강남구 자곡동 619 강남자곡힐스테이트아파트,5,1339,1339,87224.21,1168011200
A13522007,수서까치마을,1168011500,89125,31000,34.44,58125,1403,서울특별시 강남구 수서동 746 수서까치마을,7,1403,1403,57555.18,1168011500
A14376501,한솔리베르,1121510500,126500,68000,83.31,58500,185,서울특별시 광진구 자양동 672 한솔리베르,1,185,185,14888.31,1121510500
A12104001,도화현대,1144010400,121725,62000,79.83,59725,196,서울특별시 마포구 도화동 547 도화현대,2,196,196,15449.06,1144010400
A13003005,청계한신휴플러스,1123010500,111566.6667,51450,73.96,60116.66667,725,서울특별시 동대문구 답십리동 1002 청계한신휴플러스,10,725,725,56432.31,1123010500
A10025174,힐스테이트강동리버뷰,1174010700,135250,75000,84.987675,60250,460,서울특별시 강동구 암사동 675 힐스테이트강동리버뷰,5,460,460,35514.0952,1174010700
A10026517,서울역한라비발디센트럴아파트,1114017400,146000,85000,84.9774,61000,199,서울특별시 중구 만리동2가 288 서울역한라비발디센트럴아파트,4,199,199,16178.62,1114017400
A10024569,힐스테이트포웰시티,4145011500,113500,52500,73.811,61000,932,경기도 하남시 감이동 458 힐스테이트포웰시티,6,932,932,73695.9358,4145011500
A10027692,위례더힐55,4113110800,126753.8462,65000,85.57523077,61753.84615,1380,경기도 성남수정구 창곡동 2-10 위례더힐55,21,1380,1380,137275.0823,4113110800
A10026232,래미안미드카운티,1123010500,133800,72000,84.98777778,61800,1009,서울특별시 동대문구 답십리동 98-4 래미안미드카운티,12,1009,1009,73177.88,1123010500
A10026180,롯데캐슬노블레스,1123010400,118850,57000,59.98,61850,584,서울특별시 동대문구 전농동 518 롯데캐슬노블레스,5,584,584,41106.78,1123010400
A13778204,서초힐스,1165010300,130000,68000,59.97,62000,1082,서울특별시 서초구 우면동 773 서초힐스,12,1082,1082,81337.69,1165010300
A13071302,래미안크레시티,1123010400,118017.6471,56000,59.99,62017.64706,2397,서울특별시 동대문구 전농동 440-9 래미안크레시티,31,2397,2397,188158.66,1123010400
A12181404,도화현대홈타운,1144010400,120850,58800,84.95,62050,914,서울특별시 마포구 도화동 353 도화현대홈타운,10,914,914,84637.9,1144010400
A13003006,래미안위브,1123010500,130563.3333,67000,84.98366667,63563.33333,2199,서울특별시 동대문구 답십리동 0 래미안위브,,2199,0,190727.67,1123010500
A10045404,신당약수하이츠,1114016200,129919.2308,66153.84615,91.81230769,63765.38462,1598,서울특별시 중구 신당동 842 신당약수하이츠,16,1598,1598,129660.8,1114016200
A13716003,서초포레스타3단지,1165011100,134600,70000,59.96,64600,482,서울특별시 서초구 신원동 408 서초포레스타3단지,8,482,482,37219.4,1165011100
A10025825,광명역센트럴자이아파트,4121010600,112428.5714,47600,70.6516,64828.57143,1005,경기도 광명시 일직동 517 광명역센트럴자이아파트,7,1005,1005,80135.4291,4121010600
A14319311,자양우성7차,1121510500,142333.3333,77000,84.93,65333.33333,625,서울특별시 광진구 자양동 783-1 자양우성7차,5,625,625,45259.38,1121510500
A11081302,인왕산아이파크,1111018700,130820,65000,84.858,65820,810,서울특별시 종로구 무악동 60 인왕산아이파크,17,810,810,76071.597,1111018700
A13470503,둔촌푸르지오,1174010600,131000,65000,84.91142857,66000,800,서울특별시 강동구 둔촌동 630 둔촌푸르지오,10,800,800,66944.96,1174010600
A10026879,마곡13단지 힐스테이트마스터 아파트,1150010500,136850,70785.71429,76.05502857,66064.28571,1194,서울특별시 강서구 마곡동 748 마곡13단지 힐스테이트마스터 아파트,22,1194,1194,91644.575,1150010500
A13380301,금호자이1차,1120011000,151111.1111,85000,84.97777778,66111.11111,401,서울특별시 성동구 금호동2가 1215 금호자이1차,4,401,401,31542.63,1120011000
A10024719,힐스테이트신촌,1141011000,128644.4444,62350,59.8404,66294.44444,1226,서울특별시 서대문구 북아현동 1017 힐스테이트신촌,15,1226,1226,84233.885,1141011000
A12070101,돈의문센트레빌,1141010500,143750,77000,84.99,66750,561,서울특별시 서대문구 냉천동 261 돈의문센트레빌,14,561,561,47566.42,1141010500
A10024365,상도역롯데캐슬파크엘,1159010200,136531.5789,68894.73684,60.77158026,67636.84211,950,서울특별시 동작구 상도동 904 상도역롯데캐슬파크엘,13,950,950,68120.5232,1159010200
A46383017,이매촌한신,4113510600,118666.6667,51000,66.27,67666.66667,1184,경기도 성남분당구 이매동 124 이매촌한신,12,1184,1184,77657.76,4113510600
A10023495,DMC자이더리버,4128113100,112400,44583.33333,84.99558,67816.66667,702,경기도 고양덕양구 덕은동  DMC자이더리버,6,702,702,61646.9049,4128113100
A44376014,광교센트럴뷰아파트,4111710300,129000,60900,84.92,68100,701,경기도 수원영통구 이의동 1334 광교센트럴뷰아파트,13,701,701,58254.82,4111710300
A10045002,청구e편한세상(분양),1114016200,131750,63000,59.89,68750,737,서울특별시 중구 신당동 852 청구e편한세상(분양),13,737,737,67127,1114016200
A10027369,위례 래미안이편한세상,4113110800,138273.5294,69000,81.00794118,69273.52941,1540,경기도 성남수정구 창곡동  위례 래미안이편한세상,21,1540,1540,126421.1,4113110800
A12102002,공덕한화꿈에그린,1144010200,143500,74000,84.939,69500,192,서울특별시 마포구 공덕동 460 공덕한화꿈에그린,4,192,192,17055.253,1144010200
A14007002,도원삼성래미안,1117012000,118250,48725,59.94,69525,1458,서울특별시 용산구 도원동 23 도원삼성래미안,15,1458,1458,123754.5,1117012000
A14320304,구의현대프라임,1121510300,126426.087,56217.3913,63.10304348,70208.69565,1592,서울특별시 광진구 구의동 631-1 구의현대프라임,15,1592,1592,148388.1,1121510300
A15080507,당산현대5차,1156011400,110566.6667,40000,59.78333333,70566.66667,976,서울특별시 영등포구 당산동4가 30-1 당산현대5차,13,976,976,79993.2,1156011400
A10023410,위례우미린,4145011600,126375,55125,106.513125,71250,420,경기도 하남시 학암동 639 위례우미린,7,420,420,44860.4717,4145011600
A13787102,서초2차e편한세상,1165010800,206500,135000,116.745,71500,159,서울특별시 서초구 서초동 1529 서초2차e편한세상,3,159,159,16997.336,1165010800
A14320302,구의강변우성,1121510300,137333.3333,65000,84.76,72333.33333,354,서울특별시 광진구 구의동 546-7 구의강변우성,3,354,354,30005.04,1121510300
A46340006,봇들마을4단지,4113510900,140750,67000,59.84,73750,748,경기도 성남분당구 삼평동 718 봇들마을4단지,12,748,748,55205.06,4113510900
A13520002,강남한양수자인,1168011200,154500,80000,84.89,74500,1304,서울특별시 강남구 자곡동 77 강남한양수자인,26,1304,1304,100993.18,1168011200
A10027686,위례롯데캐슬아파트,4145011600,121815.625,47250,84.98,74565.625,1673,경기도 하남시 학암동 672 위례롯데캐슬아파트,14,1673,1673,138010.54,4145011600
A10027851,신촌푸르지오 아파트,1141011000,158040,83000,84.97889,75040,940,서울특별시 서대문구 북아현동 174 신촌푸르지오 아파트,16,940,940,68588.83,1141011000
A13402204,강변그대가리버뷰,1174010900,138500,63000,84.99,75500,225,서울특별시 강동구 천호동 568 강변그대가리버뷰,5,225,225,19118.29,1174010900
A10024615,힐스테이트클래시안아파트,1156013200,130644.4444,54600,59.90333333,76044.44444,1476,서울특별시 영등포구 신길동 240-16 힐스테이트클래시안아파트,14,1476,1476,95367.08,1156013200
A46374805,분당샛별마을라이프,4113510100,106550,30000,58.17,76550,796,경기도 성남분당구 분당동 34 분당샛별마을라이프,9,796,796,71765.08,4113510100
A13380302,래미안하이리버,1120011000,141657.8947,64000,59.98894737,77657.89474,847,서울특별시 성동구 금호동2가 1217 래미안하이리버,10,847,847,66318.48,1120011000
A10027289,센트라스,1120010200,153110,75000,59.934,78110,2529,서울특별시 성동구 하왕십리동 1070 센트라스,30,2529,2529,177397.71,1120010200
A14383203,구의현대6단지,1121510300,140583.3333,60000,84.92,80583.33333,421,서울특별시 광진구 구의동 610 구의현대6단지,3,421,423,35745.29,1121510300
A15603008,힐스테이트상도프레스티지,1159010200,145500,64575,84.8916,80925,882,서울특별시 동작구 상도동 533 힐스테이트상도프레스티지,16,882,882,82034.881,1159010200
